parent_chembl_id,parent_name,parent_smiles,fragment_smiles,fragment_clean,n_atoms
CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,[16*]c1cccc(Cl)c1Cl,[H]c1cccc(Cl)c1Cl,8
CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,[5*]N(C)C,[H]N(C)C,3
CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,[15*][C@H]1CC[C@H]([15*])CC1,[H][C@H]1CC[C@H]([H])CC1,6
CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,[5*]N1CCN([5*])CC1,[H]N1CCN([H])CC1,6
CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,[14*]c1noc(=O)[nH]1,[H]c1noc(=O)[nH]1,6
CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,[16*]c1ccccc1[16*],[H]c1ccccc1[H],6
CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,[9*]n1c([14*])nc2cccc([16*])c21,[H]n1c([H])nc2cccc([H])c21,9
CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,[14*]c1oc(=O)oc1C,[H]c1oc(=O)oc1C,7
CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,[12*]S(=O)(=O)c1c(F)cccc1F,[H]S(=O)(=O)c1c(F)cccc1F,11
CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,[14*]c1ccnc(N)n1,[H]c1ccnc(N)n1,7
CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,[14*]c1nc([14*])c([14*])s1,[H]c1nc([H])c([H])s1,5
CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,[8*]C(C)(C)C,[H]C(C)(C)C,4
CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,[16*]c1cccc([16*])c1F,[H]c1cccc([H])c1F,7
CHEMBL2030434,FLUDEOXYGLUCOSE F 18,OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,[13*][C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,[H][C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,10
CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,[16*]c1ccc2cc1COC/C=C/COCc1cccc(c1)C1=CC=N/C(=N/2)N1,[H]c1ccc2cc1COC/C=C/COCc1cccc(c1)C1=CC=N/C(=N/2)N1,27
CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,[5*]N1CCCC1,[H]N1CCCC1,5
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,[1*]C(=O)C(C)C,[H]C(=O)C(C)C,5
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,[13*][C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2([13*])O1,[H][C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2([H])O1,24
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,[15*]C1CCCCC1,[H]C1CCCCC1,6
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,[4*]CC([6*])=O,[H]CC([H])=O,3
CHEMBL2042122,FLUTEMETAMOL F 18,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],[14*]c1nc2ccc(O)cc2s1,[H]c1nc2ccc(O)cc2s1,10
CHEMBL2042122,FLUTEMETAMOL F 18,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],[16*]c1ccc([16*])c([18F])c1,[H]c1ccc([H])c([18F])c1,7
CHEMBL2043437,GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,[16*]c1ccc(C#N)cc1,[H]c1ccc(C#N)cc1,8
CHEMBL2043437,GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,[13*][C@H]1C[C@H]([15*])CCN1C,[H][C@H]1C[C@H]([H])CCN1C,7
CHEMBL2043437,GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,[14*]c1nc2ccccc2[nH]1,[H]c1nc2ccccc2[nH]1,9
CHEMBL2048028,LIFITEGRAST,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,[5*]N1CCc2c(cc(Cl)c([16*])c2Cl)C1,[H]N1CCc2c(cc(Cl)c([H])c2Cl)C1,12
CHEMBL2048028,LIFITEGRAST,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,[16*]c1cccc(S(C)(=O)=O)c1,[H]c1cccc(S(C)(=O)=O)c1,10
CHEMBL2048028,LIFITEGRAST,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,[16*]c1ccc2ccoc2c1,[H]c1ccc2ccoc2c1,9
CHEMBL2048028,LIFITEGRAST,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,[4*][C@@H](C[8*])C(=O)O,[H][C@@H](C[H])C(=O)O,5
CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,[14*]c1ccc([14*])s1,[H]c1ccc([H])s1,5
CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H](O)[C@H]1O,[H][C@@H]1O[C@H]([H])[C@@H](O)[C@H](O)[C@H]1O,9
CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,[16*]c1ccc(C)c([16*])c1,[H]c1ccc(C)c([H])c1,7
CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,[16*]c1ccc(F)cc1,[H]c1ccc(F)cc1,7
CHEMBL2062163,PHENDIMETRAZINE TARTRATE,C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O,[13*][C@@H]1OCCN(C)[C@H]1C,[H][C@@H]1OCCN(C)[C@H]1C,8
CHEMBL2062163,PHENDIMETRAZINE TARTRATE,C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL2062262,METARAMINOL BITARTRATE,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,[16*]c1cccc(O)c1,[H]c1cccc(O)c1,7
CHEMBL2062262,METARAMINOL BITARTRATE,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,[8*][C@@H](O)[C@H](C)N,[H][C@@H](O)[C@H](C)N,5
CHEMBL2062264,PHENYLEPHRINE BITARTRATE,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,[4*]C[C@@H]([8*])O,[H]C[C@@H]([H])O,3
CHEMBL2062264,PHENYLEPHRINE BITARTRATE,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,[16*]c1cccc(O)c1,[H]c1cccc(O)c1,7
CHEMBL2062266,DIHYDROCODEINE BITARTRATE,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341.O=C(O)C(O)C(O)C(=O)O,[16*]c1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,[H]c1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,20
CHEMBL2062276,LEVALLORPHAN TARTRATE,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,[4*]CC=C,[H]CC=C,3
CHEMBL2062276,LEVALLORPHAN TARTRATE,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,[5*]N1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[H]N1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,18
CHEMBL2062335,METOPROLOL TARTRATE,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL2062335,METOPROLOL TARTRATE,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL2062335,METOPROLOL TARTRATE,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,[4*]C(C)C,[H]C(C)C,3
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,[12*]S(=O)(=O)C1CC1,[H]S(=O)(=O)C1CC1,6
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,[4*][C@]1([15*])C[C@H]1C=C,[H][C@]1([H])C[C@H]1C=C,5
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,[13*][C@@H]1NC(=O)O[C@@H]2C[C@H]2CCCCCc2nc3ccc([16*])cc3nc2O[C@@H]2C[C@@H]([13*])N(C2)C1=O,[H][C@@H]1NC(=O)O[C@@H]2C[C@H]2CCCCCc2nc3ccc([H])cc3nc2O[C@@H]2C[C@@H]([H])N(C2)C1=O,31
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,[8*]C(C)(C)C,[H]C(C)(C)C,4
CHEMBL2064032,VONOPRAZAN FUMARATE,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O,[16*]c1ccccc1F,[H]c1ccccc1F,7
CHEMBL2064032,VONOPRAZAN FUMARATE,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O,[14*]c1cc([16*])cn1S(=O)(=O)c1cccnc1,[H]c1cc([H])cn1S(=O)(=O)c1cccnc1,14
CHEMBL2068723,CALCIUM METRIZOATE,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2],[1*]C(C)=O,[H]C(C)=O,3
CHEMBL2068723,CALCIUM METRIZOATE,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2],[16*]c1c(I)c([16*])c(I)c([16*])c1I,[H]c1c(I)c([H])c(I)c([H])c1I,9
CHEMBL2068723,CALCIUM METRIZOATE,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL2068724,ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],[1*]C(C)=O,[H]C(C)=O,3
CHEMBL2068724,ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],[4*]CCCS(=O)(=O)[O-],[H]CCCS(=O)(=O)[O-],7
CHEMBL2068725,IPODATE CALCIUM,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Ca+2],[16*]c1c(I)cc(I)c(/N=C/N(C)C)c1I,[H]c1c(I)cc(I)c(/N=C/N(C)C)c1I,14
CHEMBL2068725,IPODATE CALCIUM,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Ca+2],[8*]CCC(=O)[O-],[H]CCC(=O)[O-],5
CHEMBL2068864,FLUDEOXYGLUCOSE,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O,[13*][C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O,[H][C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O,10
CHEMBL2068884,SODIUM GLUCONATE,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL2068884,SODIUM GLUCONATE,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],[13*][C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,[H][C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,10
CHEMBL2079130,VONOPRAZAN,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,[16*]c1ccccc1F,[H]c1ccccc1F,7
CHEMBL2079130,VONOPRAZAN,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,[14*]c1cc([16*])cn1S(=O)(=O)c1cccnc1,[H]c1cc([H])cn1S(=O)(=O)c1cccnc1,14
CHEMBL2079587,STANOZOLOL,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,24
CHEMBL2079793,PENCICLOVIR SODIUM,Nc1nc([O-])c2ncn(CCC(CO)CO)c2n1.[Na+],[9*]n1cnc2c([O-])nc(N)nc21,[H]n1cnc2c([O-])nc(N)nc21,11
CHEMBL2079793,PENCICLOVIR SODIUM,Nc1nc([O-])c2ncn(CCC(CO)CO)c2n1.[Na+],[8*]CCC(CO)CO,[H]CCC(CO)CO,7
CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,[4*]CCC[4*],[H]CCC[H],3
CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,[16*]c1cc2ncc(C#N)c([16*])c2cc1[16*],[H]c1cc2ncc(C#N)c([H])c2cc1[H],12
CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,[5*]N1CCN(C)CC1,[H]N1CCN(C)CC1,7
CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,[16*]c1cc([16*])c(Cl)cc1Cl,[H]c1cc([H])c(Cl)cc1Cl,8
CHEMBL2095207,CHOLINE C-11,C[N+](C)([11CH3])CCO.[Cl-],[4*]CCO,[H]CCO,3
CHEMBL2095207,CHOLINE C-11,C[N+](C)([11CH3])CCO.[Cl-],[5*][N+](C)(C)[11CH3],[H][N+](C)(C)[11CH3],4
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[14*]c1csc([14*])n1,[H]c1csc([H])n1,5
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[5*]N1CCOCC1,[H]N1CCOCC1,6
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[14*]c1cncs1,[H]c1cncs1,5
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[1*]C(=O)[C@@H]([4*])CC[4*],[H]C(=O)[C@@H]([H])CC[H],5
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[4*][C@@H](C[8*])CC[C@@H]([4*])C[8*],[H][C@@H](C[H])CC[C@@H]([H])C[H],6
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,[8*]C(C)C,[H]C(C)C,3
CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,[1*]C(=O)CCCC[7*],[H]C(=O)CCCC[H],6
CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,[7*]CCC[7*],[H]CCC[H],3
CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,[7*]CCC,[H]CCC,3
CHEMBL2095211,LORCASERIN HYDROCHLORIDE,C[C@H]1CNCCc2ccc(Cl)cc21.Cl,C[C@H]1CNCCc2ccc(Cl)cc21.Cl,C[C@H]1CNCCc2ccc(Cl)cc21.Cl,14
CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,[4*]C[C@@H]([8*])O,[H]C[C@@H]([H])O,3
CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,[14*]c1csc(N)n1,[H]c1csc(N)n1,6
CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,[1*]C(=O)C[8*],[H]C(=O)C[H],3
CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],[13*]C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,[H]C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,19
CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL2096633,MAGNESIUM TRISILICATE,O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],13
CHEMBL2096635,UREA C 14,N[14C](N)=O,N[14C](N)=O,N[14C](N)=O,4
CHEMBL2096642,INAMRINONE LACTATE,CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O,[16*]c1c[nH]c(=O)c(N)c1,[H]c1c[nH]c(=O)c(N)c1,8
CHEMBL2096642,INAMRINONE LACTATE,CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O,[16*]c1ccncc1,[H]c1ccncc1,6
CHEMBL2096646,AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL2096646,AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],[16*]c1ccc(N)cc1O,[H]c1ccc(N)cc1O,8
CHEMBL2096648,UREA C 13,N[13C](N)=O,N[13C](N)=O,N[13C](N)=O,4
CHEMBL2096650,SODIUM THIOSULFATE,O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+],O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+],O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+],12
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],[8*]C(C)C(=O)[O-],[H]C(C)C(=O)[O-],5
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],[16*]c1cccc([16*])c1,[H]c1cccc([H])c1,6
CHEMBL2103738,LITHIUM CITRATE,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],20
CHEMBL2103739,EMEDASTINE DIFUMARATE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,[9*]n1c([14*])nc2ccccc21,[H]n1c([H])nc2ccccc21,9
CHEMBL2103739,EMEDASTINE DIFUMARATE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,[5*]N1CCCN(C)CC1,[H]N1CCCN(C)CC1,8
