canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
S=C([S-])N1CCN(C(=S)[S-])CC1.[Na+].[Na+],CHEMBL2023728,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,ug ml-1,4.0
CCCCCCCCCCCCCCNC(=S)[S-].[Na+],CHEMBL4278702,MIC,,,CHEMBL1667695,MIC,,
CCCCCCNC(=S)[S-].[Na+],CHEMBL4283258,MIC,,,CHEMBL1667695,MIC,,
S=C([S-])N1CCOCC1.[Na+],CHEMBL2023727,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,ug ml-1,4.0
CCN(CC)C(=S)[S-].[Na+],CHEMBL107217,MIC,ug.mL-1,0.03125,CHEMBL1667695,MIC,ug ml-1,0.03125
CCCCCCN(CCCCCC)C(=S)[S-].[Na+],CHEMBL2023722,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,ug ml-1,8.0
CCCCCCCCN(CCCCCCCC)C(=S)[S-].[Na+],CHEMBL4293432,MIC,ug.mL-1,1.0,CHEMBL1667695,MIC,ug ml-1,1.0
NCCN[C@H]1CC[C@H](CC(=O)N[C@H]2Cc3cccc(C(=O)O)c3OB2O)CC1,CHEMBL4463697,MIC,ug.mL-1,0.25,CHEMBL1667695,MIC,ug ml-1,0.25
Cc1cc(Br)c2c(CP(=O)(O)O)cc(=O)oc2c1,CHEMBL4519591,MIC,ug.mL-1,32.0,CHEMBL1667695,MIC,ug ml-1,32.0
O=c1cc(CP(=O)(O)O)c2ccccc2[nH]1,CHEMBL4553552,MIC,ug.mL-1,32.0,CHEMBL1667695,MIC,ug ml-1,32.0
Cc1cc(C)c2c(CP(=O)(O)O)cc(=O)[nH]c2c1,CHEMBL4576418,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,CHEMBL1689063,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,ug ml-1,4.0
C[C@H](CS)C(=O)NCB(O)O,CHEMBL4450628,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CHEMBL404,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
C[C@H](CS)C(=O)N[C@@H](Cc1ccccc1)B(O)O,CHEMBL4454286,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
C[C@H](CS)C(=O)N[C@H](Cc1ccccc1)B(O)O,CHEMBL4464521,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
C[C@H](CS)C(=O)N[C@@H](Cc1coc2ccccc12)B(O)O,CHEMBL4439726,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
C[C@H](CS)C(=O)N[C@H](Cc1coc2ccccc12)B(O)O,CHEMBL4460127,MIC,ug.mL-1,32.0,CHEMBL1667695,MIC,ug ml-1,32.0
N[C@H](CN[C@H](CN[C@@H](CC(=O)O)C(=O)O)C(=O)O)C(=O)O,CHEMBL4087144,MIC,ug.mL-1,1.0,CHEMBL1667695,MIC,ug ml-1,1.0
O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,CHEMBL3317857,MIC,ug.mL-1,64.0,CHEMBL1667695,MIC,ug ml-1,64.0
c1ccc(CNCCN(Cc2ccccn2)Cc2ccccn2)nc1,CHEMBL4545310,MIC,ug.mL-1,0.25,CHEMBL1667695,MIC,mg/L,0.25
C[C@H](N)C(=O)N[C@@H](C)C(=O)NCCc1ccc(NC(=O)CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1.Cl,CHEMBL4567113,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
C[C@@H](N)C(=O)N[C@H](C)C(=O)NCCc1ccc(NC(=O)CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1.Cl,CHEMBL4579203,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
Cl.NCC(=O)NCC(=O)NCCc1ccc(NC(=O)CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1,CHEMBL4534430,MIC,,,CHEMBL1667695,MIC,,
COC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)Cc1ccc(NC(=O)CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1,CHEMBL4530703,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
COC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)Cc1ccc(NC(=O)CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1,CHEMBL4574784,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
COC(=O)CNC(=O)CNC(=O)Cc1ccc(NC(=O)CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1,CHEMBL4550301,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
CC(=O)N[C@@H](CCCCNC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1)C(=O)NCB(O)O,CHEMBL4592847,MIC,ug.mL-1,0.5,CHEMBL1667695,MIC,mg/L,0.5
CC(=O)NCCCC[C@H](NC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1)C(=O)NCB(O)O,CHEMBL4545535,MIC,ug.mL-1,0.5,CHEMBL1667695,MIC,mg/L,0.5
COC(=O)[C@@H](CCCCn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1)NC(=O)[C@@H](C)NC(C)=O,CHEMBL4563454,MIC,ug.mL-1,1.0,CHEMBL1667695,MIC,mg/L,1.0
COC(=O)[C@@H](CCCCNC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1)NC(=O)[C@@H](C)N,CHEMBL4566805,MIC,,,CHEMBL1667695,MIC,,
COC(=O)CNC(=O)CNC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1,CHEMBL4550549,MIC,ug.mL-1,2.0,CHEMBL1667695,MIC,mg/L,2.0
COC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1,CHEMBL4592119,MIC,ug.mL-1,2.0,CHEMBL1667695,MIC,mg/L,2.0
COC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1,CHEMBL4587049,MIC,ug.mL-1,0.5,CHEMBL1667695,MIC,mg/L,0.5
COC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CN(Cc1ccccn1)Cc1ccccn1,CHEMBL4517174,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,mg/L,8.0
C[C@@H](N)C(=O)N[C@H](C)C(=O)NCCc1ccc(NC(=O)CN(Cc2ccccn2)Cc2ccccn2)cc1.Cl,CHEMBL4572931,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,mg/L,8.0
COC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CCC(=O)NCCc1ccc(NC(=O)CN(Cc2ccccn2)Cc2ccccn2)cc1,CHEMBL4575050,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,mg/L,8.0
Cc1ncccc1N(CCN(c1cccnc1C)c1cccnc1C)c1cccnc1C,CHEMBL4539669,MIC,ug.mL-1,0.5,CHEMBL1667695,MIC,mg/L,0.5
COC(=O)CNC(=O)CNC(=O)Cc1ccc(-n2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1,CHEMBL4550113,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,mg/L,4.0
COC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)Cc1ccc(-n2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1,CHEMBL4587348,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,mg/L,4.0
NCC(=O)NCC(=O)NCCc1ccc(-n2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1,CHEMBL4535624,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,mg/L,4.0
C[C@@H](N)C(=O)N[C@H](C)C(=O)NCCc1ccc(-n2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1,CHEMBL4534349,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,mg/L,4.0
CCOC(=O)Cc1ccc(-n2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1,CHEMBL4483441,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,mg/L,4.0
COC(=O)CNC(=O)[C@H](CCCCNC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1)NC(C)=O,CHEMBL4515854,MIC,ug.mL-1,4.0,CHEMBL1667695,MIC,mg/L,4.0
COC(=O)[C@@H](C)NC(=O)[C@H](CCCCNC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1)NC(C)=O,CHEMBL4582410,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,mg/L,8.0
COC(=O)CNC(=O)[C@H](CCCCNC(C)=O)NC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1,CHEMBL4588675,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,mg/L,8.0
COC(=O)[C@@H](C)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)Cn1cc(CN(Cc2ccccn2)Cc2ccccn2)nn1,CHEMBL4541790,MIC,ug.mL-1,8.0,CHEMBL1667695,MIC,mg/L,8.0
COC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CN(C)CCN(Cc1ccccn1)Cc1ccccn1,CHEMBL4516880,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
CN(CCN(Cc1ccccn1)Cc1ccccn1)CC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CHEMBL4520395,MIC,ug.mL-1,0.25,CHEMBL1667695,MIC,mg/L,0.25
OC1O[C@H](Cn2cc(CN(CCN(Cc3ccccn3)Cc3ccccn3)Cc3ccccn3)nn2)[C@H](O)[C@H](O)[C@H]1O,CHEMBL4529852,MIC,ug.mL-1,0.125,CHEMBL1667695,MIC,mg/L,0.125
CC(C)(C)OC(=O)NCCn1[se]c2ccccc2c1=O,CHEMBL4753599,Inhibition,%,,CHEMBL1667695,INH,,
CC(=O)[C@@H](N)CN[C@@H](CN[C@@H](CC(=O)O)C(=O)O)C(=O)O,CHEMBL4758313,IC50,nM,4000.0,CHEMBL1667695,IC50,nM,4000.0
CN(C(=S)NN=C(c1ccccn1)c1ccccn1)C1CCCCC1,CHEMBL2203744,IC50,nM,13600.0,CHEMBL1667695,IC50,uM,13.6
C=CCn1c(S)nnc1-c1ccccc1O,CHEMBL4165395,FC,,8.0,CHEMBL4295540,FC,,8.0
Sc1nncn1NCc1cccc(Br)c1,CHEMBL1736112,FC,,4.0,CHEMBL4295540,FC,,4.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,CHEMBL858,IZ,mm,21.66,CHEMBL4295540,IZ,mm,21.66
CCOC(=O)[C@]1(CS)N[C@@H](C(=O)O)C(C)(C)S1,CHEMBL5396807,IC50,nM,10000.0,CHEMBL4295540,IC50,uM,10.0
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,CHEMBL197194,IC50,nM,13800.0,CHEMBL4295540,IC50,uM,13.8
CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CN(c2ccccc2)C(=O)O1)C(C)C,CHEMBL245002,Ki,nM,131.4,CHEMBL2366517,Ki,nM,131.4
CC(=O)c1cccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)CN(Cc3ccc(-c4ccccn4)cc3)NC(=O)[C@@H]3CN(c4cccc(C(C)=O)c4)C(=O)O3)OC2=O)c1,CHEMBL244764,Ki,nM,1090.0,CHEMBL2366517,Ki,nM,1090.0
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)[C@@H]1CN(c2ccccc2)C(=O)O1,CHEMBL243868,Ki,nM,300.0,CHEMBL2366517,Ki,nM,300.0
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)C(C)(C)C,CHEMBL395065,Ki,nM,10.6,CHEMBL2366517,Ki,nM,10.6
COC(=O)N[C@H](C(=O)NN(CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)C(C)(C)C,CHEMBL395064,Ki,nM,7.0,CHEMBL2366517,Ki,nM,7.0
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1)OCc1cccnc1,CHEMBL397462,Ki,nM,41.09,CHEMBL2366517,Ki,nM,41.09
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H]1CN(c2ccccc2)C(=O)O1)O[C@@H]1CCOC1,CHEMBL244758,Ki,nM,1800.0,CHEMBL2366517,Ki,nM,1800.0
O=C(Cc1ccc2c(c1)OCO2)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1,CHEMBL397461,Ki,nM,657.0,CHEMBL2366517,Ki,nM,657.0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1,CHEMBL397231,Ki,nM,21.63,CHEMBL2366517,Ki,nM,21.63
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1,CHEMBL388689,Ki,nM,7.28,CHEMBL2366517,Ki,nM,7.28
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H]1CN(c2ccccc2)C(=O)O1,CHEMBL267966,Ki,nM,4731.0,CHEMBL2366517,Ki,nM,4731.0
CC(=O)c1ccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[C@H](Cc3ccccc3)NC(=O)COc3c(C)cccc3C)OC2=O)cc1,CHEMBL388688,Ki,nM,39.87,CHEMBL2366517,Ki,nM,39.87
CC(=O)c1cccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[C@H](Cc3ccccc3)NC(=O)COc3c(C)cccc3C)OC2=O)c1,CHEMBL243054,Ki,nM,35.11,CHEMBL2366517,Ki,nM,35.11
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1,CHEMBL243053,Ki,nM,8.05,CHEMBL2366517,Ki,nM,8.05
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)C(C)(C)C,CHEMBL230771,Ki,nM,3.51,CHEMBL2366517,Ki,nM,3.51
CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)N1CCCNC1=O,CHEMBL245221,Ki,nM,2.04,CHEMBL2366517,Ki,nM,2.04
CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(C)=O)c2)C(=O)O1)C(C)C,CHEMBL388901,Ki,nM,0.98,CHEMBL2366517,Ki,nM,0.98
CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1)C(C)C,CHEMBL437356,Ki,nM,2.62,CHEMBL2366517,Ki,nM,2.62
CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccc(F)c(F)c2)C(=O)O1)C(C)C,CHEMBL245003,Ki,nM,2.13,CHEMBL2366517,Ki,nM,2.13
CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)C(C)C,CHEMBL388680,Ki,nM,0.85,CHEMBL2366517,Ki,nM,0.85
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323,Ki,nM,0.34,CHEMBL2366517,Ki,nM,0.34
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL178593,Ki,nM,0.27,CHEMBL2366517,Ki,nM,0.27
O=C(N[C@H]1c2ccccc2C[C@H]1O)C(CSCC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccccc1,CHEMBL235455,Inhibition,%,15.0,CHEMBL2366517,Inhibition,%,15.0
N=[S+]([O-])(C(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL1627284,Inhibition,%,87.0,CHEMBL2366517,Inhibition,%,87.0
O=C(N[C@H]1c2ccccc2C[C@H]1O)C(Cc1ccccc1)C[S+]([O-])CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL396811,Inhibition,%,75.0,CHEMBL2366517,Inhibition,%,75.0
O=C(N[C@H]1c2ccccc2C[C@H]1O)C(Cc1ccccc1)S(=O)(=O)C(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL439570,Inhibition,%,30.0,CHEMBL2366517,Inhibition,%,30.0
O=C(N[C@@H]1c2ccccc2C[C@@H]1O)[C@@H](Cc1ccccc1)C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,CHEMBL1627209,IC50,nM,21.1,CHEMBL2366517,IC50,nM,21.1
N=[S+]([O-])([C@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL1627287,IC50,nM,153.9,CHEMBL2366517,IC50,nM,153.9
N=[S+]([O-])([C@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL1627235,IC50,nM,37.3,CHEMBL2366517,IC50,nM,37.3
N=[S+]([O-])(C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O)C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,CHEMBL1627210,IC50,nM,2.5,CHEMBL2366517,IC50,nM,2.5
O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@@H](Cc1ccccc1)C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL396814,IC50,nM,10000.0,CHEMBL2366517,IC50,nM,10000.0
O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL396813,IC50,nM,53.1,CHEMBL2366517,IC50,nM,53.1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,CHEMBL5483011,IC50,nM,0.6,CHEMBL2366517,IC50,nM,0.6
Cc1cccc(C)c1CNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,CHEMBL397402,IC50,nM,42.0,CHEMBL2366517,IC50,nM,42.0
Cc1cccc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,CHEMBL247614,IC50,nM,14.0,CHEMBL2366517,IC50,nM,14.0
Cc1cccc(C)c1CNC(=O)[C@@H]1CCN1C(=O)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,CHEMBL247432,IC50,nM,90.0,CHEMBL2366517,IC50,nM,90.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)CSC1(C)C,CHEMBL298393,IC50,nM,0.03,CHEMBL2366517,IC50,nM,0.03
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)CCC1(C)C,CHEMBL397403,IC50,nM,0.14,CHEMBL2366517,IC50,nM,0.14
Cc1nsc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)COC12CCCC2,CHEMBL247616,IC50,nM,0.1,CHEMBL2366517,IC50,nM,0.1
Cc1noc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)COC12CCCC2,CHEMBL395207,IC50,nM,0.2,CHEMBL2366517,IC50,nM,0.2
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)C(=O)N1COC2(CCCC2)[C@H]1C(=O)NCc1c(Cl)cccc1Cl,CHEMBL395214,IC50,nM,0.11,CHEMBL2366517,IC50,nM,0.11
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)COC12CCCC2,CHEMBL398053,IC50,nM,0.1,CHEMBL2366517,IC50,nM,0.1
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)COC1(C)C,CHEMBL247615,IC50,nM,0.17,CHEMBL2366517,IC50,nM,0.17
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,CHEMBL128000,Inhibition,%,50.0,CHEMBL2366517,Inhibition,%,50.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,CHEMBL45068,Inhibition,%,27.0,CHEMBL2366517,Inhibition,%,27.0
COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,CHEMBL378104,Inhibition,%,75.1,CHEMBL2366517,Inhibition,%,75.1
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,CHEMBL315403,IC50,nM,1.8,CHEMBL2366517,IC50,nM,1.8
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,CHEMBL469086,Ki,nM,0.014,CHEMBL2366517,Ki,pM,14.0
C=CCNC(=O)[C@H]1NC(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2)SC1(C)C,CHEMBL254841,Ki,nM,0.1,CHEMBL2366517,Ki,nM,0.1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2CCO[C@@H]2C1)S(=O)(=O)c1ccc(CO)cc1,CHEMBL254349,Ki,nM,0.0045,CHEMBL2366517,Ki,pM,4.5
COC(=O)N[C@H](C(=O)NCCCC[C@@H](COP(=O)(O)O)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,CHEMBL254419,Activity,nM,20.0,CHEMBL2366517,Activity,nM,20.0
COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,CHEMBL168640,Activity,nM,20.0,CHEMBL2366517,Activity,nM,20.0
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CHEMBL1163,Ki,nM,0.05,CHEMBL2366517,Ki,pM,50.0
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C,CHEMBL300891,Ki,nM,0.035,CHEMBL2366517,Ki,pM,35.0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,CHEMBL729,Ki,nM,0.016,CHEMBL2366517,Ki,pM,16.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL116,Ki,nM,0.359,CHEMBL2366517,Ki,pM,359.0
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEMBL584,Ki,nM,0.931,CHEMBL2366517,Ki,pM,931.0
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CHEMBL163,Ki,nM,0.098,CHEMBL2366517,Ki,pM,98.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CHEMBL114,Ki,nM,0.138,CHEMBL2366517,Ki,pM,138.0
CCOc1ccc(C[C@H](NC(=O)c2cccc(N)c2Cl)[C@H](O)C(=O)N2CCC(C)(C)[C@H]2C(=O)NCc2c(C)cccc2C)cc1,CHEMBL437457,Ki,nM,0.861,CHEMBL2366517,Ki,pM,861.0
COc1cccc(C[C@H](NC(=O)c2cccc(N)c2Cl)[C@H](O)C(=O)N2CCC(C)(C)[C@H]2C(=O)NCc2c(C)cccc2C)c1,CHEMBL272796,Ki,nM,0.75,CHEMBL2366517,Ki,pM,750.0
